,0
999,189.Red_bellied_Woodpecker
1000,189.Red_bellied_Woodpecker
1001,189.Red_bellied_Woodpecker
1002,189.Red_bellied_Woodpecker
1003,189.Red_bellied_Woodpecker
1004,189.Red_bellied_Woodpecker
1005,189.Red_bellied_Woodpecker
1006,189.Red_bellied_Woodpecker
1007,189.Red_bellied_Woodpecker
1008,189.Red_bellied_Woodpecker
1009,189.Red_bellied_Woodpecker
1010,189.Red_bellied_Woodpecker
1011,189.Red_bellied_Woodpecker
1012,189.Red_bellied_Woodpecker
1013,189.Red_bellied_Woodpecker
1014,189.Red_bellied_Woodpecker
1015,189.Red_bellied_Woodpecker
1016,189.Red_bellied_Woodpecker
1017,189.Red_bellied_Woodpecker
1018,189.Red_bellied_Woodpecker
1019,189.Red_bellied_Woodpecker
1020,120.Fox_Sparrow
1021,120.Fox_Sparrow
1022,120.Fox_Sparrow
1023,120.Fox_Sparrow
1024,120.Fox_Sparrow
1025,120.Fox_Sparrow
1026,120.Fox_Sparrow
1027,120.Fox_Sparrow
1028,120.Fox_Sparrow
1029,120.Fox_Sparrow
1030,120.Fox_Sparrow
1031,120.Fox_Sparrow
1032,120.Fox_Sparrow
1033,120.Fox_Sparrow
1034,120.Fox_Sparrow
1035,120.Fox_Sparrow
1036,120.Fox_Sparrow
1037,120.Fox_Sparrow
1038,120.Fox_Sparrow
1039,120.Fox_Sparrow
1040,120.Fox_Sparrow
1041,120.Fox_Sparrow
1042,120.Fox_Sparrow
1043,120.Fox_Sparrow
1044,120.Fox_Sparrow
1045,120.Fox_Sparrow
1046,120.Fox_Sparrow
1047,120.Fox_Sparrow
1048,120.Fox_Sparrow
1049,120.Fox_Sparrow
1050,144.Common_Tern
1051,144.Common_Tern
1052,144.Common_Tern
1053,144.Common_Tern
1054,144.Common_Tern
1055,144.Common_Tern
1056,144.Common_Tern
1057,144.Common_Tern
1058,144.Common_Tern
1059,144.Common_Tern
1060,144.Common_Tern
1061,144.Common_Tern
1062,144.Common_Tern
1063,144.Common_Tern
1064,144.Common_Tern
1065,144.Common_Tern
1066,144.Common_Tern
1067,144.Common_Tern
1068,144.Common_Tern
1069,144.Common_Tern
1070,144.Common_Tern
1071,144.Common_Tern
1072,144.Common_Tern
1073,144.Common_Tern
1074,144.Common_Tern
1075,144.Common_Tern
1076,144.Common_Tern
1077,144.Common_Tern
1078,144.Common_Tern
1079,144.Common_Tern
1080,193.Bewick_Wren
1081,193.Bewick_Wren
1082,193.Bewick_Wren
1083,193.Bewick_Wren
1084,193.Bewick_Wren
1085,193.Bewick_Wren
1086,193.Bewick_Wren
1087,193.Bewick_Wren
1088,193.Bewick_Wren
1089,193.Bewick_Wren
1090,193.Bewick_Wren
1091,193.Bewick_Wren
1092,193.Bewick_Wren
1093,193.Bewick_Wren
1094,193.Bewick_Wren
1095,193.Bewick_Wren
1096,193.Bewick_Wren
1097,193.Bewick_Wren
1098,193.Bewick_Wren
1099,193.Bewick_Wren
1100,193.Bewick_Wren
1101,193.Bewick_Wren
1102,193.Bewick_Wren
1103,193.Bewick_Wren
1104,193.Bewick_Wren
1105,193.Bewick_Wren
1106,193.Bewick_Wren
1107,193.Bewick_Wren
1108,193.Bewick_Wren
1109,193.Bewick_Wren
1110,154.Red_eyed_Vireo
1111,154.Red_eyed_Vireo
1112,154.Red_eyed_Vireo
1113,154.Red_eyed_Vireo
1114,154.Red_eyed_Vireo
1115,154.Red_eyed_Vireo
1116,154.Red_eyed_Vireo
1117,154.Red_eyed_Vireo
1118,154.Red_eyed_Vireo
1119,154.Red_eyed_Vireo
1120,154.Red_eyed_Vireo
1121,154.Red_eyed_Vireo
1122,154.Red_eyed_Vireo
1123,154.Red_eyed_Vireo
1124,154.Red_eyed_Vireo
1125,154.Red_eyed_Vireo
1126,154.Red_eyed_Vireo
1127,154.Red_eyed_Vireo
1128,154.Red_eyed_Vireo
1129,154.Red_eyed_Vireo
1130,154.Red_eyed_Vireo
1131,154.Red_eyed_Vireo
1132,154.Red_eyed_Vireo
1133,154.Red_eyed_Vireo
1134,154.Red_eyed_Vireo
1135,154.Red_eyed_Vireo
1136,154.Red_eyed_Vireo
1137,154.Red_eyed_Vireo
1138,154.Red_eyed_Vireo
1139,154.Red_eyed_Vireo
1140,182.Yellow_Warbler
1141,182.Yellow_Warbler
1142,182.Yellow_Warbler
1143,182.Yellow_Warbler
1144,182.Yellow_Warbler
1145,182.Yellow_Warbler
1146,182.Yellow_Warbler
1147,182.Yellow_Warbler
1148,182.Yellow_Warbler
1149,182.Yellow_Warbler
1150,182.Yellow_Warbler
1151,182.Yellow_Warbler
1152,182.Yellow_Warbler
1153,182.Yellow_Warbler
1154,182.Yellow_Warbler
1155,182.Yellow_Warbler
1156,182.Yellow_Warbler
1157,182.Yellow_Warbler
1158,182.Yellow_Warbler
1159,182.Yellow_Warbler
1160,182.Yellow_Warbler
1161,182.Yellow_Warbler
1162,182.Yellow_Warbler
1163,182.Yellow_Warbler
1164,182.Yellow_Warbler
1165,182.Yellow_Warbler
1166,182.Yellow_Warbler
1167,182.Yellow_Warbler
1168,182.Yellow_Warbler
1169,182.Yellow_Warbler
1170,036.Northern_Flicker
1171,036.Northern_Flicker
1172,036.Northern_Flicker
1173,036.Northern_Flicker
1174,036.Northern_Flicker
1175,036.Northern_Flicker
1176,036.Northern_Flicker
1177,036.Northern_Flicker
1178,036.Northern_Flicker
1179,036.Northern_Flicker
1180,036.Northern_Flicker
1181,036.Northern_Flicker
1182,036.Northern_Flicker
1183,036.Northern_Flicker
1184,036.Northern_Flicker
1185,036.Northern_Flicker
1186,036.Northern_Flicker
1187,036.Northern_Flicker
1188,036.Northern_Flicker
1189,036.Northern_Flicker
1190,036.Northern_Flicker
1191,036.Northern_Flicker
1192,036.Northern_Flicker
1193,036.Northern_Flicker
1194,036.Northern_Flicker
1195,036.Northern_Flicker
1196,036.Northern_Flicker
1197,036.Northern_Flicker
1198,036.Northern_Flicker
1199,036.Northern_Flicker
1200,071.Long_tailed_Jaeger
1201,071.Long_tailed_Jaeger
1202,071.Long_tailed_Jaeger
1203,071.Long_tailed_Jaeger
1204,071.Long_tailed_Jaeger
1205,071.Long_tailed_Jaeger
1206,071.Long_tailed_Jaeger
1207,071.Long_tailed_Jaeger
1208,071.Long_tailed_Jaeger
1209,071.Long_tailed_Jaeger
1210,071.Long_tailed_Jaeger
1211,071.Long_tailed_Jaeger
1212,071.Long_tailed_Jaeger
1213,071.Long_tailed_Jaeger
1214,071.Long_tailed_Jaeger
1215,071.Long_tailed_Jaeger
1216,071.Long_tailed_Jaeger
1217,071.Long_tailed_Jaeger
1218,071.Long_tailed_Jaeger
1219,071.Long_tailed_Jaeger
1220,071.Long_tailed_Jaeger
1221,071.Long_tailed_Jaeger
1222,071.Long_tailed_Jaeger
1223,071.Long_tailed_Jaeger
1224,071.Long_tailed_Jaeger
1225,071.Long_tailed_Jaeger
1226,071.Long_tailed_Jaeger
1227,071.Long_tailed_Jaeger
1228,071.Long_tailed_Jaeger
1229,071.Long_tailed_Jaeger
1230,030.Fish_Crow
1231,030.Fish_Crow
1232,030.Fish_Crow
1233,030.Fish_Crow
1234,030.Fish_Crow
1235,030.Fish_Crow
1236,030.Fish_Crow
1237,030.Fish_Crow
1238,030.Fish_Crow
1239,030.Fish_Crow
1240,030.Fish_Crow
1241,030.Fish_Crow
1242,030.Fish_Crow
1243,030.Fish_Crow
1244,030.Fish_Crow
1245,030.Fish_Crow
1246,030.Fish_Crow
1247,030.Fish_Crow
1248,030.Fish_Crow
1249,030.Fish_Crow
1250,030.Fish_Crow
1251,030.Fish_Crow
1252,030.Fish_Crow
1253,030.Fish_Crow
1254,030.Fish_Crow
1255,030.Fish_Crow
1256,030.Fish_Crow
1257,030.Fish_Crow
1258,030.Fish_Crow
1259,030.Fish_Crow
1260,152.Blue_headed_Vireo
1261,152.Blue_headed_Vireo
1262,152.Blue_headed_Vireo
1263,152.Blue_headed_Vireo
1264,152.Blue_headed_Vireo
1265,152.Blue_headed_Vireo
1266,152.Blue_headed_Vireo
1267,152.Blue_headed_Vireo
1268,152.Blue_headed_Vireo
1269,152.Blue_headed_Vireo
1270,152.Blue_headed_Vireo
1271,152.Blue_headed_Vireo
1272,152.Blue_headed_Vireo
1273,152.Blue_headed_Vireo
1274,152.Blue_headed_Vireo
1275,152.Blue_headed_Vireo
1276,152.Blue_headed_Vireo
1277,152.Blue_headed_Vireo
1278,152.Blue_headed_Vireo
1279,152.Blue_headed_Vireo
1280,152.Blue_headed_Vireo
1281,152.Blue_headed_Vireo
1282,152.Blue_headed_Vireo
1283,152.Blue_headed_Vireo
1284,152.Blue_headed_Vireo
1285,152.Blue_headed_Vireo
1286,152.Blue_headed_Vireo
1287,152.Blue_headed_Vireo
1288,152.Blue_headed_Vireo
1289,152.Blue_headed_Vireo
1290,089.Hooded_Merganser
1291,089.Hooded_Merganser
1292,089.Hooded_Merganser
1293,089.Hooded_Merganser
1294,089.Hooded_Merganser
1295,089.Hooded_Merganser
1296,089.Hooded_Merganser
1297,089.Hooded_Merganser
1298,089.Hooded_Merganser
1299,089.Hooded_Merganser
1300,089.Hooded_Merganser
1301,089.Hooded_Merganser
1302,089.Hooded_Merganser
1303,089.Hooded_Merganser
1304,089.Hooded_Merganser
1305,089.Hooded_Merganser
1306,089.Hooded_Merganser
1307,089.Hooded_Merganser
1308,089.Hooded_Merganser
1309,089.Hooded_Merganser
1310,089.Hooded_Merganser
1311,089.Hooded_Merganser
1312,089.Hooded_Merganser
1313,089.Hooded_Merganser
1314,089.Hooded_Merganser
1315,089.Hooded_Merganser
1316,089.Hooded_Merganser
1317,089.Hooded_Merganser
1318,089.Hooded_Merganser
1319,089.Hooded_Merganser
1320,138.Tree_Swallow
1321,138.Tree_Swallow
1322,138.Tree_Swallow
1323,138.Tree_Swallow
1324,138.Tree_Swallow
1325,138.Tree_Swallow
1326,138.Tree_Swallow
1327,138.Tree_Swallow
1328,138.Tree_Swallow
1329,138.Tree_Swallow
1330,138.Tree_Swallow
1331,138.Tree_Swallow
1332,138.Tree_Swallow
1333,138.Tree_Swallow
1334,138.Tree_Swallow
1335,138.Tree_Swallow
1336,138.Tree_Swallow
1337,138.Tree_Swallow
1338,138.Tree_Swallow
1339,138.Tree_Swallow
1340,138.Tree_Swallow
1341,138.Tree_Swallow
1342,138.Tree_Swallow
1343,138.Tree_Swallow
1344,138.Tree_Swallow
1345,138.Tree_Swallow
1346,138.Tree_Swallow
1347,138.Tree_Swallow
1348,138.Tree_Swallow
1349,138.Tree_Swallow
1350,180.Wilson_Warbler
1351,180.Wilson_Warbler
1352,180.Wilson_Warbler
1353,180.Wilson_Warbler
1354,180.Wilson_Warbler
1355,180.Wilson_Warbler
1356,180.Wilson_Warbler
1357,180.Wilson_Warbler
1358,180.Wilson_Warbler
1359,180.Wilson_Warbler
1360,180.Wilson_Warbler
1361,180.Wilson_Warbler
1362,180.Wilson_Warbler
1363,180.Wilson_Warbler
1364,180.Wilson_Warbler
1365,180.Wilson_Warbler
1366,180.Wilson_Warbler
1367,180.Wilson_Warbler
1368,180.Wilson_Warbler
1369,180.Wilson_Warbler
1370,180.Wilson_Warbler
1371,180.Wilson_Warbler
1372,180.Wilson_Warbler
1373,180.Wilson_Warbler
1374,180.Wilson_Warbler
1375,180.Wilson_Warbler
1376,180.Wilson_Warbler
1377,180.Wilson_Warbler
1378,180.Wilson_Warbler
1379,180.Wilson_Warbler
1380,077.Tropical_Kingbird
1381,077.Tropical_Kingbird
1382,077.Tropical_Kingbird
1383,077.Tropical_Kingbird
1384,077.Tropical_Kingbird
1385,077.Tropical_Kingbird
1386,077.Tropical_Kingbird
1387,077.Tropical_Kingbird
1388,077.Tropical_Kingbird
1389,077.Tropical_Kingbird
1390,077.Tropical_Kingbird
1391,077.Tropical_Kingbird
1392,077.Tropical_Kingbird
1393,077.Tropical_Kingbird
1394,077.Tropical_Kingbird
1395,077.Tropical_Kingbird
1396,077.Tropical_Kingbird
1397,077.Tropical_Kingbird
1398,077.Tropical_Kingbird
1399,077.Tropical_Kingbird
1400,077.Tropical_Kingbird
1401,077.Tropical_Kingbird
1402,077.Tropical_Kingbird
1403,077.Tropical_Kingbird
1404,077.Tropical_Kingbird
1405,077.Tropical_Kingbird
1406,077.Tropical_Kingbird
1407,077.Tropical_Kingbird
1408,077.Tropical_Kingbird
1409,077.Tropical_Kingbird
1410,035.Purple_Finch
1411,035.Purple_Finch
1412,035.Purple_Finch
1413,035.Purple_Finch
1414,035.Purple_Finch
1415,035.Purple_Finch
1416,035.Purple_Finch
1417,035.Purple_Finch
1418,035.Purple_Finch
1419,035.Purple_Finch
1420,035.Purple_Finch
1421,035.Purple_Finch
1422,035.Purple_Finch
1423,035.Purple_Finch
1424,035.Purple_Finch
1425,035.Purple_Finch
1426,035.Purple_Finch
1427,035.Purple_Finch
1428,035.Purple_Finch
1429,035.Purple_Finch
1430,035.Purple_Finch
1431,035.Purple_Finch
1432,035.Purple_Finch
1433,035.Purple_Finch
1434,035.Purple_Finch
1435,035.Purple_Finch
1436,035.Purple_Finch
1437,035.Purple_Finch
1438,035.Purple_Finch
1439,035.Purple_Finch
1440,102.Western_Wood_Pewee
1441,102.Western_Wood_Pewee
1442,102.Western_Wood_Pewee
1443,102.Western_Wood_Pewee
1444,102.Western_Wood_Pewee
1445,102.Western_Wood_Pewee
1446,102.Western_Wood_Pewee
1447,102.Western_Wood_Pewee
1448,102.Western_Wood_Pewee
1449,102.Western_Wood_Pewee
1450,102.Western_Wood_Pewee
1451,102.Western_Wood_Pewee
1452,102.Western_Wood_Pewee
1453,102.Western_Wood_Pewee
1454,102.Western_Wood_Pewee
1455,102.Western_Wood_Pewee
1456,102.Western_Wood_Pewee
1457,102.Western_Wood_Pewee
1458,102.Western_Wood_Pewee
1459,102.Western_Wood_Pewee
1460,102.Western_Wood_Pewee
1461,102.Western_Wood_Pewee
1462,102.Western_Wood_Pewee
1463,102.Western_Wood_Pewee
1464,102.Western_Wood_Pewee
1465,102.Western_Wood_Pewee
1466,102.Western_Wood_Pewee
1467,102.Western_Wood_Pewee
1468,102.Western_Wood_Pewee
1469,102.Western_Wood_Pewee
1470,162.Canada_Warbler
1471,162.Canada_Warbler
1472,162.Canada_Warbler
1473,162.Canada_Warbler
1474,162.Canada_Warbler
1475,162.Canada_Warbler
1476,162.Canada_Warbler
1477,162.Canada_Warbler
1478,162.Canada_Warbler
1479,162.Canada_Warbler
1480,162.Canada_Warbler
1481,162.Canada_Warbler
1482,162.Canada_Warbler
1483,162.Canada_Warbler
1484,162.Canada_Warbler
1485,162.Canada_Warbler
1486,162.Canada_Warbler
1487,162.Canada_Warbler
1488,162.Canada_Warbler
1489,162.Canada_Warbler
1490,162.Canada_Warbler
1491,162.Canada_Warbler
1492,162.Canada_Warbler
1493,162.Canada_Warbler
1494,162.Canada_Warbler
1495,162.Canada_Warbler
1496,162.Canada_Warbler
1497,162.Canada_Warbler
1498,162.Canada_Warbler
1499,162.Canada_Warbler
1500,200.Common_Yellowthroat
1501,200.Common_Yellowthroat
1502,200.Common_Yellowthroat
1503,200.Common_Yellowthroat
1504,200.Common_Yellowthroat
1505,200.Common_Yellowthroat
1506,200.Common_Yellowthroat
1507,200.Common_Yellowthroat
1508,200.Common_Yellowthroat
1509,200.Common_Yellowthroat
1510,200.Common_Yellowthroat
1511,200.Common_Yellowthroat
1512,200.Common_Yellowthroat
1513,200.Common_Yellowthroat
1514,200.Common_Yellowthroat
1515,200.Common_Yellowthroat
1516,200.Common_Yellowthroat
1517,200.Common_Yellowthroat
1518,200.Common_Yellowthroat
1519,200.Common_Yellowthroat
1520,200.Common_Yellowthroat
1521,200.Common_Yellowthroat
1522,200.Common_Yellowthroat
1523,200.Common_Yellowthroat
1524,200.Common_Yellowthroat
1525,200.Common_Yellowthroat
1526,200.Common_Yellowthroat
1527,200.Common_Yellowthroat
1528,200.Common_Yellowthroat
1529,200.Common_Yellowthroat
1530,197.Marsh_Wren
1531,197.Marsh_Wren
1532,197.Marsh_Wren
1533,197.Marsh_Wren
1534,197.Marsh_Wren
1535,197.Marsh_Wren
1536,197.Marsh_Wren
1537,197.Marsh_Wren
1538,197.Marsh_Wren
1539,197.Marsh_Wren
1540,197.Marsh_Wren
1541,197.Marsh_Wren
1542,197.Marsh_Wren
1543,197.Marsh_Wren
1544,197.Marsh_Wren
1545,197.Marsh_Wren
1546,197.Marsh_Wren
1547,197.Marsh_Wren
1548,197.Marsh_Wren
1549,197.Marsh_Wren
1550,197.Marsh_Wren
1551,197.Marsh_Wren
1552,197.Marsh_Wren
1553,197.Marsh_Wren
1554,197.Marsh_Wren
1555,197.Marsh_Wren
1556,197.Marsh_Wren
1557,197.Marsh_Wren
1558,197.Marsh_Wren
1559,197.Marsh_Wren
1560,159.Black_and_white_Warbler
1561,159.Black_and_white_Warbler
1562,159.Black_and_white_Warbler
1563,159.Black_and_white_Warbler
1564,159.Black_and_white_Warbler
1565,159.Black_and_white_Warbler
1566,159.Black_and_white_Warbler
1567,159.Black_and_white_Warbler
1568,159.Black_and_white_Warbler
1569,159.Black_and_white_Warbler
1570,159.Black_and_white_Warbler
1571,159.Black_and_white_Warbler
1572,159.Black_and_white_Warbler
1573,159.Black_and_white_Warbler
1574,159.Black_and_white_Warbler
1575,159.Black_and_white_Warbler
1576,159.Black_and_white_Warbler
1577,159.Black_and_white_Warbler
1578,159.Black_and_white_Warbler
1579,159.Black_and_white_Warbler
1580,159.Black_and_white_Warbler
1581,159.Black_and_white_Warbler
1582,159.Black_and_white_Warbler
1583,159.Black_and_white_Warbler
1584,159.Black_and_white_Warbler
1585,159.Black_and_white_Warbler
1586,159.Black_and_white_Warbler
1587,159.Black_and_white_Warbler
1588,159.Black_and_white_Warbler
1589,159.Black_and_white_Warbler
1590,191.Red_headed_Woodpecker
1591,191.Red_headed_Woodpecker
1592,191.Red_headed_Woodpecker
1593,191.Red_headed_Woodpecker
1594,191.Red_headed_Woodpecker
1595,191.Red_headed_Woodpecker
1596,191.Red_headed_Woodpecker
1597,191.Red_headed_Woodpecker
1598,191.Red_headed_Woodpecker
1599,191.Red_headed_Woodpecker
1600,191.Red_headed_Woodpecker
1601,191.Red_headed_Woodpecker
1602,191.Red_headed_Woodpecker
1603,191.Red_headed_Woodpecker
1604,191.Red_headed_Woodpecker
1605,191.Red_headed_Woodpecker
1606,191.Red_headed_Woodpecker
1607,191.Red_headed_Woodpecker
1608,191.Red_headed_Woodpecker
1609,191.Red_headed_Woodpecker
1610,191.Red_headed_Woodpecker
1611,191.Red_headed_Woodpecker
1612,191.Red_headed_Woodpecker
1613,191.Red_headed_Woodpecker
1614,191.Red_headed_Woodpecker
1615,191.Red_headed_Woodpecker
1616,191.Red_headed_Woodpecker
1617,191.Red_headed_Woodpecker
1618,191.Red_headed_Woodpecker
1619,191.Red_headed_Woodpecker
1620,004.Groove_billed_Ani
1621,004.Groove_billed_Ani
1622,004.Groove_billed_Ani
1623,004.Groove_billed_Ani
1624,004.Groove_billed_Ani
1625,004.Groove_billed_Ani
1626,004.Groove_billed_Ani
1627,004.Groove_billed_Ani
1628,004.Groove_billed_Ani
1629,004.Groove_billed_Ani
1630,004.Groove_billed_Ani
1631,004.Groove_billed_Ani
1632,004.Groove_billed_Ani
1633,004.Groove_billed_Ani
1634,004.Groove_billed_Ani
1635,004.Groove_billed_Ani
1636,004.Groove_billed_Ani
1637,004.Groove_billed_Ani
1638,004.Groove_billed_Ani
1639,004.Groove_billed_Ani
1640,004.Groove_billed_Ani
1641,004.Groove_billed_Ani
1642,004.Groove_billed_Ani
1643,004.Groove_billed_Ani
1644,004.Groove_billed_Ani
1645,004.Groove_billed_Ani
1646,004.Groove_billed_Ani
1647,004.Groove_billed_Ani
1648,004.Groove_billed_Ani
1649,004.Groove_billed_Ani
1650,011.Rusty_Blackbird
1651,011.Rusty_Blackbird
1652,011.Rusty_Blackbird
1653,011.Rusty_Blackbird
1654,011.Rusty_Blackbird
1655,011.Rusty_Blackbird
1656,011.Rusty_Blackbird
1657,011.Rusty_Blackbird
1658,011.Rusty_Blackbird
1659,011.Rusty_Blackbird
1660,011.Rusty_Blackbird
1661,011.Rusty_Blackbird
1662,011.Rusty_Blackbird
1663,011.Rusty_Blackbird
1664,011.Rusty_Blackbird
1665,011.Rusty_Blackbird
1666,011.Rusty_Blackbird
1667,011.Rusty_Blackbird
1668,011.Rusty_Blackbird
1669,011.Rusty_Blackbird
1670,011.Rusty_Blackbird
1671,011.Rusty_Blackbird
1672,011.Rusty_Blackbird
1673,011.Rusty_Blackbird
1674,011.Rusty_Blackbird
1675,011.Rusty_Blackbird
1676,011.Rusty_Blackbird
1677,011.Rusty_Blackbird
1678,011.Rusty_Blackbird
1679,011.Rusty_Blackbird
1680,192.Downy_Woodpecker
1681,192.Downy_Woodpecker
1682,192.Downy_Woodpecker
1683,192.Downy_Woodpecker
1684,192.Downy_Woodpecker
1685,192.Downy_Woodpecker
1686,192.Downy_Woodpecker
1687,192.Downy_Woodpecker
1688,192.Downy_Woodpecker
1689,192.Downy_Woodpecker
1690,192.Downy_Woodpecker
1691,192.Downy_Woodpecker
1692,192.Downy_Woodpecker
1693,192.Downy_Woodpecker
1694,192.Downy_Woodpecker
1695,192.Downy_Woodpecker
1696,192.Downy_Woodpecker
1697,192.Downy_Woodpecker
1698,192.Downy_Woodpecker
1699,192.Downy_Woodpecker
1700,192.Downy_Woodpecker
1701,192.Downy_Woodpecker
1702,192.Downy_Woodpecker
1703,192.Downy_Woodpecker
1704,192.Downy_Woodpecker
1705,192.Downy_Woodpecker
1706,192.Downy_Woodpecker
1707,192.Downy_Woodpecker
1708,192.Downy_Woodpecker
1709,192.Downy_Woodpecker
1710,176.Prairie_Warbler
1711,176.Prairie_Warbler
1712,176.Prairie_Warbler
1713,176.Prairie_Warbler
1714,176.Prairie_Warbler
1715,176.Prairie_Warbler
1716,176.Prairie_Warbler
1717,176.Prairie_Warbler
1718,176.Prairie_Warbler
1719,176.Prairie_Warbler
1720,176.Prairie_Warbler
1721,176.Prairie_Warbler
1722,176.Prairie_Warbler
1723,176.Prairie_Warbler
1724,176.Prairie_Warbler
1725,176.Prairie_Warbler
1726,176.Prairie_Warbler
1727,176.Prairie_Warbler
1728,176.Prairie_Warbler
1729,176.Prairie_Warbler
1730,176.Prairie_Warbler
1731,176.Prairie_Warbler
1732,176.Prairie_Warbler
1733,176.Prairie_Warbler
1734,176.Prairie_Warbler
1735,176.Prairie_Warbler
1736,176.Prairie_Warbler
1737,176.Prairie_Warbler
1738,176.Prairie_Warbler
1739,176.Prairie_Warbler
1740,156.White_eyed_Vireo
1741,156.White_eyed_Vireo
1742,156.White_eyed_Vireo
1743,156.White_eyed_Vireo
1744,156.White_eyed_Vireo
1745,156.White_eyed_Vireo
1746,156.White_eyed_Vireo
1747,156.White_eyed_Vireo
1748,156.White_eyed_Vireo
1749,156.White_eyed_Vireo
1750,156.White_eyed_Vireo
1751,156.White_eyed_Vireo
1752,156.White_eyed_Vireo
1753,156.White_eyed_Vireo
1754,156.White_eyed_Vireo
1755,156.White_eyed_Vireo
1756,156.White_eyed_Vireo
1757,156.White_eyed_Vireo
1758,156.White_eyed_Vireo
1759,156.White_eyed_Vireo
1760,156.White_eyed_Vireo
1761,156.White_eyed_Vireo
1762,156.White_eyed_Vireo
1763,156.White_eyed_Vireo
1764,156.White_eyed_Vireo
1765,156.White_eyed_Vireo
1766,156.White_eyed_Vireo
1767,156.White_eyed_Vireo
1768,156.White_eyed_Vireo
1769,156.White_eyed_Vireo
1770,142.Black_Tern
1771,142.Black_Tern
1772,142.Black_Tern
1773,142.Black_Tern
1774,142.Black_Tern
1775,142.Black_Tern
1776,142.Black_Tern
1777,142.Black_Tern
1778,142.Black_Tern
1779,142.Black_Tern
1780,142.Black_Tern
1781,142.Black_Tern
1782,142.Black_Tern
1783,142.Black_Tern
1784,142.Black_Tern
1785,142.Black_Tern
1786,142.Black_Tern
1787,142.Black_Tern
1788,142.Black_Tern
1789,142.Black_Tern
1790,142.Black_Tern
1791,142.Black_Tern
1792,142.Black_Tern
1793,142.Black_Tern
1794,142.Black_Tern
1795,142.Black_Tern
1796,142.Black_Tern
1797,142.Black_Tern
1798,142.Black_Tern
1799,142.Black_Tern
1800,050.Eared_Grebe
1801,050.Eared_Grebe
1802,050.Eared_Grebe
1803,050.Eared_Grebe
1804,050.Eared_Grebe
1805,050.Eared_Grebe
1806,050.Eared_Grebe
1807,050.Eared_Grebe
1808,050.Eared_Grebe
1809,050.Eared_Grebe
1810,050.Eared_Grebe
1811,050.Eared_Grebe
1812,050.Eared_Grebe
1813,050.Eared_Grebe
1814,050.Eared_Grebe
1815,050.Eared_Grebe
1816,050.Eared_Grebe
1817,050.Eared_Grebe
1818,050.Eared_Grebe
1819,050.Eared_Grebe
1820,050.Eared_Grebe
1821,050.Eared_Grebe
1822,050.Eared_Grebe
1823,050.Eared_Grebe
1824,050.Eared_Grebe
1825,050.Eared_Grebe
1826,050.Eared_Grebe
1827,050.Eared_Grebe
1828,050.Eared_Grebe
1829,050.Eared_Grebe
1830,137.Cliff_Swallow
1831,137.Cliff_Swallow
1832,137.Cliff_Swallow
1833,137.Cliff_Swallow
1834,137.Cliff_Swallow
1835,137.Cliff_Swallow
1836,137.Cliff_Swallow
1837,137.Cliff_Swallow
1838,137.Cliff_Swallow
1839,137.Cliff_Swallow
1840,137.Cliff_Swallow
1841,137.Cliff_Swallow
1842,137.Cliff_Swallow
1843,137.Cliff_Swallow
1844,137.Cliff_Swallow
1845,137.Cliff_Swallow
1846,137.Cliff_Swallow
1847,137.Cliff_Swallow
1848,137.Cliff_Swallow
1849,137.Cliff_Swallow
1850,137.Cliff_Swallow
1851,137.Cliff_Swallow
1852,137.Cliff_Swallow
1853,137.Cliff_Swallow
1854,137.Cliff_Swallow
1855,137.Cliff_Swallow
1856,137.Cliff_Swallow
1857,137.Cliff_Swallow
1858,137.Cliff_Swallow
1859,137.Cliff_Swallow
1860,001.Black_footed_Albatross
1861,001.Black_footed_Albatross
1862,001.Black_footed_Albatross
1863,001.Black_footed_Albatross
1864,001.Black_footed_Albatross
1865,001.Black_footed_Albatross
1866,001.Black_footed_Albatross
1867,001.Black_footed_Albatross
1868,001.Black_footed_Albatross
1869,001.Black_footed_Albatross
1870,001.Black_footed_Albatross
1871,001.Black_footed_Albatross
1872,001.Black_footed_Albatross
1873,001.Black_footed_Albatross
1874,001.Black_footed_Albatross
1875,001.Black_footed_Albatross
1876,001.Black_footed_Albatross
1877,001.Black_footed_Albatross
1878,001.Black_footed_Albatross
1879,001.Black_footed_Albatross
1880,001.Black_footed_Albatross
1881,001.Black_footed_Albatross
1882,001.Black_footed_Albatross
1883,001.Black_footed_Albatross
1884,001.Black_footed_Albatross
1885,001.Black_footed_Albatross
1886,001.Black_footed_Albatross
1887,001.Black_footed_Albatross
1888,001.Black_footed_Albatross
1889,001.Black_footed_Albatross
1890,056.Pine_Grosbeak
1891,056.Pine_Grosbeak
1892,056.Pine_Grosbeak
1893,056.Pine_Grosbeak
1894,056.Pine_Grosbeak
1895,056.Pine_Grosbeak
1896,056.Pine_Grosbeak
1897,056.Pine_Grosbeak
1898,056.Pine_Grosbeak
1899,056.Pine_Grosbeak
1900,056.Pine_Grosbeak
1901,056.Pine_Grosbeak
1902,056.Pine_Grosbeak
1903,056.Pine_Grosbeak
1904,056.Pine_Grosbeak
1905,056.Pine_Grosbeak
1906,056.Pine_Grosbeak
1907,056.Pine_Grosbeak
1908,056.Pine_Grosbeak
1909,056.Pine_Grosbeak
1910,056.Pine_Grosbeak
1911,056.Pine_Grosbeak
1912,056.Pine_Grosbeak
1913,056.Pine_Grosbeak
